id,sum_mid,latitude,longitude,site_name
10340,22600000.0,5.713055555555556,104.14277777777778,Malay basin (D Group)
10341,26300000.0,5.713055555555556,104.14277777777778,Malay Basin (H Group)
10342,23400000.0,5.713055555555556,104.14277777777778,Malay Basin (K Group)
10343,80600000.0,5.713055555555556,104.14277777777778,Tangga Barat
10344,65500000000.0,4.113055555555556,112.0972222222222,Central Luconia Province.
10345,83920000000.0,5.903333333333333,104.00777777777778,Malay Basin
