id,name,emission,lat,lon
1897554,Malayan Cement Langkawi Cement Plant,1234038.0628040002,6.42101644417825,99.7651411267754
32438944,Malayan Cement Kanthan Cement Plant,1112057.1885020002,4.77023094134442,101.112726645944
32438940,Hume Cement Gopeng Cement Plant,1109575.909339,4.38827054783088,101.092013445107
32438946,Malayan Cement Rawang Cement Plant,1002323.60317,3.30817005841461,101.572999781621
32438947,Malayan Cement Padang Rengas Cement Plant,987213.828078,4.78077317537654,100.823705075674
1897551,Negeri Sembilan Cement Industries Bahau Cement Plant,896002.8332140001,2.73982485060056,102.394371480371
32438941,Tasek Corporation Ipoh Cement Plant,751697.839028,4.63447571488076,101.105094204929
1897552,Cement Industries Perlis Cement Plant,744789.6751369999,6.51305144104423,100.257512351516
32438948,YTL Bukit Sagu Cement Plant,480994.96684999997,3.99524782151066,103.138990527744
42546767,CMS Cement Siburan Cement Plant,372320.43504000007,1.3656211262305,110.342260605566
42546766,CMS Cement Kuching Cement Plant,338148.61665499996,1.54563652547041,110.391097882234
42546768,Aalborg Portland Malaysia Ipoh Cement Plant,197573.286,4.52305941727523,101.078991010325
