,33998934
11097,13.03372746538227
11098,13.712712527826293
11272,17.82457885702425
11273,21.22888804185217
11274,44.033835504177844
11275,43.61220930947319
11276,45.83488274575523
11277,46.162651252877886
11278,43.836503553061846
11279,15.91788786829266
11280,47.48231093587586
Atmosphere,40.0
