,3144135,1753804,1753941,3144138,712647,1753807
10783,30.90389637906224,36.54145460956129,30.310638094101748,30.909507771322122,36.642702881538504,44.78462516279646
10784,34.288323760836356,38.025070092671264,34.74026349694625,34.352161045733176,38.201013755926,44.63031513774714
10785,36.69355112722157,40.557450311418705,37.07655201319612,36.75405492313184,40.730688778350334,47.240855740546166
10786,37.32234157548214,41.21607942127461,37.68889339512807,37.38204566344891,41.38866426264573,47.91792409164686
10787,50.37129767817928,47.00722506223618,50.14264740270694,50.31363051492727,46.80856294737143,42.667279414782975
10788,144.3589258364228,135.2820828988355,146.0461029711032,144.39357131021774,135.17025230475457,102.20573023789241
10789,84.83659257750672,91.17295500719041,84.45142074599828,84.86710422405339,91.34266910727057,100.70146559143986
10790,52.37652429430899,46.339863612700036,53.51666464687636,52.399776394838824,46.26188185838471,37.97371683039796
10791,79.6587977712376,59.860398948560004,79.58198405090003,79.59823940328788,59.67406271847485,54.55908327996377
10792,76.51015698774641,57.842198730463814,76.18953055433273,76.43676964240694,57.644591402680966,53.30143640592841
10793,26.313437125565066,13.56940107672091,28.249128384008984,26.39885467769801,13.619602204235743,8.919185679950314
10794,27.03949481107027,13.826180347789068,28.561890286571074,27.088843831916776,13.809162505543439,8.09287617128668
10795,12.315176705589284,24.21466983960342,11.929018081974194,12.317722240923615,24.305092726157657,32.59310013703205
10796,12.848937931015705,25.177567443049544,12.351426015851594,12.844990767663592,25.256449989640352,33.63966325793002
10797,32.18128734558866,35.69324383951038,32.7412684533369,32.250393511271625,35.87404342875315,42.1320468707921
10798,28.121036539162347,33.87947959248908,27.44276077518576,28.12116389376638,33.97200337339882,42.21808067294937
10799,31.29409720419318,37.0805728932196,30.575297008039698,31.292196359258828,37.17174028603561,45.426841031412216
10800,31.244782487794005,37.07799121700687,30.484541494162457,31.240347843814632,37.16563223753232,45.45611044889662
10801,38.159953017319026,43.877887140713106,37.47301364731292,38.16066519089311,43.975049801637255,52.154232003162626
10802,39.8768453043749,45.6204959606147,39.163616304359714,39.87609338191323,45.716077606919356,53.911591001149894
10803,41.62880587467982,47.32731217037567,40.94738825342152,41.63011094423037,47.42625996502946,55.579453455798756
10804,43.94934358651065,49.68628313404495,43.23103924249895,43.948555576082086,49.782811539140326,57.96265776928536
10805,48.04612873150108,53.71811752618187,47.37045702907794,48.048161466687674,53.81954346895586,77.41738914115514
10806,49.31791303863251,54.9773050565484,48.64941030670942,49.32044354438697,55.07969000090492,78.97507523657531
10807,50.32145317098174,56.01018938005192,49.62828443395537,50.32253491135716,56.110683461532574,80.29355993964111
10808,55.584763713657146,76.52024378652617,54.92644775118162,55.58818141197056,76.65116334665453,86.72870671790179
10809,59.48101193602528,81.25057167628052,58.89800782858952,59.48909787317933,81.3905664534545,91.32819485514851
10810,76.78739160401788,84.02824793039774,75.79596388429906,76.78160108714245,84.14542269177619,94.3945430883004
10811,82.75817538741786,90.2617598018487,81.52164642458526,82.73709315544706,90.35617712056303,100.83021608499156
10812,85.3626128191438,93.00743778987942,83.96810779203446,85.33130665421179,93.08578201074837,103.67347488468214
10813,88.96238178955521,96.63821188861105,87.52692599346531,88.92843930822686,96.7124772607296,107.32296764905858
10814,87.01293978625638,93.08490834597013,86.77379209854367,87.0517849370694,93.26599531900366,102.34670063271933
10815,82.9004725866922,89.11840100694016,82.5859206015893,82.93495478408879,89.29317826323164,98.53721348594068
10816,52.56187305114597,58.19649255637919,51.906191269993506,52.565327388205986,58.30078696935025,82.9648758459016
10817,7.3918029303439345,3.276410122537985,8.365506906920036,7.418713931136265,3.2266507128522903,2.6329472740335893
10818,39.46619443423568,43.45313893095773,39.780731735630056,39.52335827731921,43.623631920601845,50.21295770943181
10819,46.27780393310387,50.494556592226104,46.45996624494435,46.32842348002873,50.65953924237732,57.400061254060915
10820,55.4035416066458,59.82847921147287,55.460635291633714,55.44786995404418,59.98797470339028,83.5874795643516
10821,47.323787323827204,51.56908345248159,47.48909393461906,47.37356522915951,51.733343516588214,58.49298938831922
Atmosphere,120.0,120.0,120.0,120.0,120.0,120.0
