id,name,emission,lat,lon
3144135,PTT Rayong Refinery,3391683.495080041,12.70004,101.14697
1753804,Thai Oil Company Sriracha Refinery,2596465.2913806937,13.10278,100.88902
1753941,IRPC Refinery and Petrochemical Complex Refinery,2029963.7734976334,12.657759,101.30479
3144138,Star Petroleum Map Ta Phut Refinery,1704170.2017882287,12.7009,101.1564
712647,Bangchak Sriracha Refinery,1642854.402960875,13.1123,100.90305
1753807,Bangchak Phra Khanong Refinery,1453578.640320018,13.683998,100.595938
