id,sum_mid,latitude,longitude,site_name
10913,4000000.0,43.04444444444445,28.19333333333333,Galata
10914,460000000.0,43.22972222222222,25.467777777777776,Pavlikeni zone
10915,1800000000.0,43.52388888888889,24.8775,Pleven zone
10916,17500000.0,43.21472222222223,26.897222222222226,Marash
10917,21600000.0,43.382777777777775,26.33305555555556,Popovo zone
10918,27000000.0,42.3825,26.539444444444445,Yambol-south
10919,24000000.0,46.73258333333334,26.985,Cherkovo
10920,56159999.999999896,47.3021388888889,27.79305555555556,Dolna Kamchia
10921,85000000.0,46.44505555555556,25.58722222222222,Galabovo
10922,72000000.0,42.157777777777774,25.14388888888889,Maritsa
