,1897479,1897478,32438922,1897504,32438914,1897481,1897492,32438910,1897508,32438894,32438907,1897477,1897488,1897506,32438902,1897483,1897500,32438904,1897482,1897507,32438920,32438908,1897485,32438898,1897501,1897495,32438919,1897475,32438905,1897496,1897498,32438911,1897499
10346,345.817296,332.455428,373.947948,521.441244,331.633836,581.193468,353.528604,244.79510399999998,415.2641039999999,198.13201199999997,197.89174799999998,383.82303600000006,173.832264,74.273436,50.620572,692.91,438.47913600000004,339.43464,306.87678,672.370056,332.702064,62.615843999999996,199.032948,880.8089399999999,442.360728,324.013284,465.19703999999996,331.318188,332.661564,327.605436,331.995384,467.284608,343.75316399999997
10347,344.74582799999996,329.412024,372.87648,520.36974,329.152284,588.3829199999999,352.457136,251.98455599999997,422.45351999999997,206.21206800000002,205.971804,367.432668,181.021716,81.46288799999999,57.81002399999999,691.8385679999999,434.38896,332.155008,314.95683599999995,679.559508,327.793212,69.805296,207.113004,876.7188,438.27047999999996,332.093304,464.125608,330.24672,339.85101599999996,326.533968,328.95194399999997,466.21313999999995,350.942616
10348,348.487164,333.15336,376.61781599999995,524.111148,332.89362,601.8538679999999,356.198508,265.455468,435.924468,207.00068399999998,206.555616,371.17400399999997,194.49266400000002,94.93383599999999,71.280972,695.579868,485.74407600000006,335.896344,354.04639199999997,693.0304199999999,331.534548,83.276208,205.957044,928.07388,489.625668,342.663984,467.86690799999997,333.988056,353.321928,330.275304,332.69328,469.95444000000003,364.413564
10349,340.211268,324.877428,368.341884,515.83518,324.617688,614.19132,347.922576,277.792956,430.750368,198.72478800000002,198.27968400000003,362.89807199999996,206.83015199999997,107.271288,83.61846,687.303936,477.46818,327.62037599999996,330.549804,705.367944,323.258616,95.61369599999999,197.681148,919.7980199999998,481.3497,334.388088,459.590976,325.71212399999996,348.147792,321.999408,324.41738399999997,461.678544,376.751016
10350,336.485808,321.152004,364.61645999999996,512.10972,320.89226399999995,629.767008,344.19711599999994,293.368644,427.024908,194.999328,194.554224,359.172648,222.40583999999998,122.847012,99.19414799999998,683.578548,480.87262799999996,323.894988,326.824344,791.6818679999999,319.533192,111.18938400000002,193.955688,923.2024679999998,484.75414800000004,330.66262800000004,455.865588,321.9867,344.422332,318.273948,320.69192400000003,457.95312,392.32674
10351,338.475744,323.141904,366.60639599999996,514.0996560000001,322.882164,602.28396,346.18705199999994,265.88559599999996,398.46222,196.989228,196.544196,361.162548,194.922792,95.36392799999999,71.71109999999999,685.568448,453.90996,325.884888,298.261728,693.4605839999999,321.523128,83.70633600000001,195.945624,896.2398,457.79148,332.652564,457.855488,323.976636,315.85968,320.26388399999996,322.68186,459.94302,364.843656
10352,325.17925199999996,309.84544800000003,353.309904,500.80319999999995,309.585708,610.3926,332.89056,273.994236,415.71827999999994,183.69273599999997,183.247668,347.86605599999996,203.03143199999997,103.472604,79.81974,672.27192,497.103588,312.588396,315.517788,701.569224,308.226636,91.814976,182.64913199999998,939.4333199999999,500.985108,319.356072,444.55895999999996,310.680144,333.115776,306.96739199999996,309.385368,446.646528,372.95233199999996
10353,323.06176800000003,307.72792799999996,351.192384,498.68568,307.468188,633.33288,330.77307599999995,296.93455199999994,413.600868,181.57525199999998,181.130184,345.74857199999997,225.971748,126.412884,102.76005599999999,670.154436,487.37609999999995,310.470876,313.400304,724.5095399999999,306.109116,114.755292,180.531648,929.70594,491.257656,317.238588,442.441476,308.562624,330.99829199999994,304.849908,307.26788400000004,444.52904399999994,395.892648
10354,329.592564,314.25876,357.723216,505.216548,313.99902000000003,662.81076,337.30390800000004,292.74138,420.13162800000003,188.106084,187.66101599999996,352.279404,255.44955599999997,155.890728,132.237864,676.685268,498.43422000000004,317.00174400000003,319.931136,809.2434599999999,312.639948,144.23313599999997,187.06244400000003,940.7640599999999,502.31574,323.769384,448.97230800000006,315.093456,337.529088,311.380704,313.79868,451.05983999999995,425.37045600000005
10355,332.635968,317.302128,360.766584,508.25988,317.042388,663.018768,340.34727599999997,295.78474800000004,423.17496,191.149416,190.704384,355.322772,255.65756399999998,156.098736,132.445872,679.728636,498.64222800000005,320.045076,322.97450399999997,809.45136,315.683316,144.441144,190.105848,940.97196,502.523748,326.812788,452.01567600000004,318.136824,340.572456,314.424108,316.842084,454.10324399999996,425.57849999999996
10356,289.869876,274.53603599999997,318.00052800000003,465.49382399999996,274.276296,644.1661799999999,297.581184,253.018656,380.40894,148.38335999999998,147.938292,312.55668,236.804976,137.246148,113.59331999999999,636.96258,520.353108,277.27902,280.20841199999995,735.342768,272.91722400000003,125.588556,147.339756,962.6829479999999,524.234664,284.046696,409.24962,275.370768,297.806364,271.658016,274.07595599999996,411.33718799999997,406.725876
