id,name,emission,lat,lon
1896976,Kesoram Industries Gulbarga Cement Plant,4165910.7750899997,17.1605905990558,77.2932830856663
1897064,UltraTech Anantapuram Cement Plant,4123868.7441000002,15.0190132708267,78.0148451149318
1897133,Wonder Cement Nimbahera Cement Plant,3601446.16553,24.6635104975583,74.6317744782287
1896934,OCL India Rajgangpur Cement Plant,3196725.5985499998,22.2023411979684,84.5902915736086
1896919,UltraTech Manikgarh Cement Plant,2787815.2938099997,19.7217153184657,79.1768417605983
1897122,Sanghi Industries Sanghipuram Cement Plant,2715360.9987100004,23.4979857573245,68.5803991424786
1897059,UltraTech Budawada Cement Plant,2669017.75749,16.8703886571605,80.0208592862453
1896947,India Cements Alathiyur Cement Plant,2583660.684,11.355849900864,79.2251344054156
1897070,UltraTech Rawan Cement Plant,2511970.6907,21.5756108437148,82.023357790908
1897066,UltraTech Vikram Nagar Cement Plant,2447589.10205,24.5778491751495,74.8037231354484
32438540,Zuari Cement Yerraguntla Cement Plant,2329046.8509700005,14.6056759515645,78.5228626356168
1896958,JK Cement Nimbahera Cement Plant,2293421.12236,24.6420653884022,74.6843932113928
1897060,UltraTech Nrupathanga Cement Plant,2233996.7153,17.1396395155868,77.1753041861604
1897061,UltraTech Adityapuram Cement Plant,2179432.337063,24.7646588565828,74.6074497455937
32438620,UltraTech Sewagram Cement Plant,2140857.90331,23.4304243318669,68.7130310541852
32438517,My Home Mellacheruvu Cement Plant,2139017.62561,16.810464904589,79.9160317853456
1896924,Chettinad Cement Ariyalur Cement Plant,2108687.844395,11.0580461225641,79.0634649369513
1896923,Chettinad Cement Karikkali Cement Plant,2057896.977021,10.7123248925308,78.0931079193283
1897062,UltraTech Awarpur Cement Plant,1994999.8667,19.7847885974633,79.1484871767824
1896920,UltraTech Maihar Cement Plant,1958120.39389,24.1998946224102,80.7979960424816
1896962,JK Lakshmi Durg Cement Plant,1915127.37236,21.3725624582817,81.4497525687172
1897055,UltraTech Nathdwara Cement Plant,1877177.0436,24.8229609984219,73.0918411383785
1897056,UltraTech Sidhi Cement Plant,1816603.5253139997,24.3258909055797,81.3288423097216
1896959,JK Cement Mangrol Cement Plant,1801101.4731800002,24.6943848878852,74.6833017447464
1897065,UltraTech Hirmi Cement Plant,1800229.9541999998,21.5435346591964,81.9489875727592
32438552,JK Cement Muddapur Cement Plant,1722125.9415199999,16.2051699533984,75.2994119636353
1896987,Ambuja Cements Suli/Rauri Cement Plant,1707252.844734,31.2523476613653,76.9284068365213
1897132,UCWL Udaipur Cement Plant,1677481.0301900003,24.6585659035612,73.8746033554971
32438592,Ramco Cements Ariyalur Cement Plant,1666875.79246,11.1763547893099,79.0891684083595
1897035,Ramco Cements Ramasamyraja Nagar Cement Plant,1643573.4619000002,9.45621369964996,77.9266333575596
1896990,Ambuja Cements Maratha Cement Plant,1598391.486252,19.7031529604342,79.2199733835049
1896985,ACC Wadi Cement Plant,1581802.699882,17.0601127562575,76.9798098060263
32438585,Orient Cement Chittapur Cement Plant,1579462.6079600002,17.1104504901047,77.1295244356332
1896904,KJS Maihar Cement Plant,1566862.938,24.2537571883189,80.7979467991032
1897121,Prism Johnson Mankahari Cement Plant,1538982.7771239998,24.5641560703355,81.0014589300092
32438555,JSW Cement Nandyal Cement Plant,1488393.698735,15.6838429142636,78.4594392443566
42547331,RCCPL Maihar Cement Plant,1446332.8278,24.1671693221937,80.6952680241262
1896972,Jaypee Rewa Cement Plant,1437582.2024969999,24.5657633019656,81.1738511939519
1897044,Shree Cement Kodla Cement Plant,1423191.656877,17.0421295333524,77.2214057479692
1897074,UltraTech Dhar Cement Plant,1420803.4141,22.2660443778426,75.1331241326404
1897007,NCL Industries Nalgonda Cement Plant,1399965.4472519998,16.7171236071528,79.8187013330244
1896978,ACC Gagal Cement Plant,1379993.22851,31.4125478101743,76.8368031460058
1897045,Shree Cement Ras Cement Plant,1356941.888797,26.2681843630381,74.1886506333464
1896986,Ambuja Cements Ambujanagar Cement Plant,1353353.2905360002,20.8354688748877,70.6913967070376
1897043,Shree Cement Beawar Cement Plant,1352299.2318469998,26.0812247287231,74.3813025942721
1897040,Sagar Cements Mattampally Cement Plant,1324932.0802520001,16.7657007479522,79.8621792818134
42547321,RCCPL Mukutban Cement Plant,1304855.1804300002,19.7989808181367,78.8667111019674
1897096,Bharathi Cement Kadapa Cement Plant,1284123.265715,14.5870367149702,78.5789624258458
1897116,Mangalam Cement Chonsala Cement Plant,1279488.3731369998,24.7153581215111,75.952981911086
1897029,Rain Cements Boincheruvupalli Cement Plant,1251251.9745799997,15.2215292092707,77.9317277942475
1896932,Dalmia Cement Belagavi Cement Plant,1226976.974235,16.204853946237,75.2102239068546
32438515,Birla Chanderia Cement Plant,1212926.79263,24.9299233984772,74.6343265064862
1896963,JK Lakshmi Sirohi Cement Plant,1208614.33658,24.6909584138868,73.0027277445875
1896949,India Cements Malkapur Cement Plant,1206337.5386700002,17.3085271395833,77.4741118285199
1896974,KCP Mukteswarapuram Cement Plant,1148292.6173339998,16.8381561143862,80.0644753817983
1897006,Murli Industries Chandrapur Cement Plant,1129641.37801,19.7882392186892,79.0646203532804
32438593,Ramco Cements Jayanthipuram Cement Plant,1126140.0587209999,16.8754967345829,80.120252952586
1897067,UltraTech Amreli Cement Plant,1121182.2112569998,20.9101711700938,71.4612069196609
1896922,Chettinad Cement Kallur Cement Plant,1119185.243773,17.3695731896234,77.4452833283062
1896989,Ambuja Cements Bhatapara Cement Plant,1111900.0913399998,21.6725003706389,82.0846892308967
32438616,UltraTech Kotputli Cement Plant,1108372.91427,27.6668482755605,76.1306246701259
1897097,Kalburgi Cement Chatarsal Cement Plant,1106862.4011519998,17.3040929440876,77.4352279514063
1896982,ACC Kymore Cement Plant,1065533.798794,24.0526290742424,80.6138980620007
1896941,Heidelbergcement Damoh Cement Plant,1058294.991867,23.9899970970936,79.392486380587
1897058,UltraTech Bela Cement Plant,1057536.69247,24.5281618516521,81.1687419643984
42547363,Shree Cement Nawalgarh Cement Plant,1012432.9795699999,27.7913819762104,75.3328707743285
1897034,Ramco Cements Alathiyur Cement Plant,1010282.6376530001,11.3629212344291,79.2282594823366
32438652,Sree Jayajothi Cements Yanakandla Cement Plant,1009339.7656860001,15.3632215730147,78.2188440540546
32438588,Penna Cement Industries Boyareddypalli Cement Plant,1008650.6918820001,15.0621335549511,77.9506315020656
1897098,Shree Digvijay Cement Sikka Cement Plant,961896.22187,22.4303244753556,69.8352839713488
1897030,Rain Cements Ramapuram Cement Plant,961335.6781299999,16.8441522403656,79.9868564641858
42547391,UltraTech Pali Cement Plant,954579.6664600001,26.2589188769213,74.0940845801709
42547380,Chettinad Cement Dachepalli Cement Plant,940117.7627099999,16.5445006579444,79.7587295250382
1897100,Anjani Cement Nalgonda Cement Plant,928201.163085,16.7673183243935,80.0136810260696
