id,name,emission,lat,lon
3672950,Gladstone Region,8560577.916,-23.9281275704934,151.636819318148
3672946,Murray Shire,5986418.1231,-32.6242800584559,115.979246815861
3672949,Collie Shire,5268047.9481999995,-33.2834210070574,116.211670012065
3672948,Bunbury City,4549677.7735,-33.3050659349944,115.56631970423
3672947,Waroona Shire,3352394.1487999996,-32.8613232506285,115.824057390103
3672945,Kwinana Town,2394567.2492,-32.2252008097963,115.815326348694
3672943,Tomago aluminium plant,1343827.7721,-32.822367,151.72036
3672944,Boyne Island aluminium plant,1119856.47673,-23.928482,151.338843
3672942,Portland aluminium plant,761502.4041800001,-38.386109,141.631337
3672941,Bell Bay aluminium plant,430024.8870600001,-41.127506,146.869749
