id,sum_mid,latitude,longitude,site_name
10074,107600000.0,54.61472222222223,10.34138888888889,WBS10
10909,2899999999.999998,51.379444444444445,11.736388888888888,Germany -National 
10910,29500000000.000004,52.87083333333334,10.645555555555555,North German Basins 
10911,16700000000.0,52.70416666666667,10.47888888888889,North German Buntsandstein
10912,2000000000.0,50.67805555555555,10.554166666666667,Germany Depleted Oil and Gas Fields 
