,0,1,2,3,4,5,6,7,8,9
10074,36.70369846756888,56.16159782067335,95.15120886196414,14.088053919931689,47.346425919217175,52.340026673803585,101.06360575359594,86.78238866648333,45.599863170058875,22.636562715575266
10909,9.476984350752666,42.8367275412972,38.76718705260781,27.903480855238012,2.954633748006202,23.02691396598554,37.10521947561223,37.648555609395856,36.55361564708859,38.768034565440594
10910,12.451366326339778,40.92410146222137,53.60194699627843,5.179577953287414,25.176535766475222,35.79829647789211,57.44486292862063,48.17352634872476,30.990902811529324,13.264826315296594
10911,12.753029200496295,38.55792364797151,51.13356913083716,5.150253821490444,24.110476551277173,36.082380752669884,55.44661829375901,45.59096695083412,28.76053525817953,13.091490825182381
10912,27.697108569780088,33.32095050682118,25.627411195836356,32.67052029045927,10.731489712051843,35.12164255237453,28.921220323555247,24.034768574766897,29.959477635209684,40.715962199119
Atmosphere,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
