id,emission,lat,lon
452818,101682.0,50.0406,8.2532
25455488,100635.0,49.9774,9.0687
447602,100379.0,51.3392,6.6642
714514,99776.0,51.8276,12.2306
451793,96338.0,49.9882,9.1558
448884,94903.0,53.3422,7.2062
451032,89466.0,49.984,10.6514
448375,89364.0,50.8126,9.978
449365,87604.0,49.0144,8.3481
447369,81581.0,50.5673,9.6794
25451391,81157.0,51.1117,12.0763
452362,80825.0,52.4102,9.8125
449346,80701.0,51.508,7.2503
25454920,79261.0,54.0703,13.3951
25452475,76914.0,48.0209,7.842
25455610,74885.0,51.1614,12.7815
450032,73707.0,52.0701,11.3853
450439,71704.0,53.4032,8.1282
448214,69731.0,51.1805,6.8376
448224,69004.0,48.1768,12.7306
450465,67820.0,52.0333,8.5333
451499,67608.0,49.2137,6.9781
449345,65810.0,48.401,10.9358
25453752,64060.0,51.1258,13.7163
4409488,60489.0,49.536,8.4638
25455614,60489.0,48.7879,11.7562
449356,58834.0,49.593,11.0016
452217,58766.0,51.1514,13.9776
25455627,58148.0,47.9125,10.6117
449843,57361.0,54.1577,9.0745
25452741,56941.0,51.1258,13.7163
449490,56395.0,48.7828,9.2315
25452416,56316.0,47.9833,7.85
25453731,56031.0,48.401,10.9358
716975,55668.0,47.796,12.1193
450467,54888.0,47.5397,7.7069
25455628,51517.0,48.6701,10.1506
25452461,50218.0,48.0627,10.4866
25455625,50059.0,51.4693,6.6436
449343,48235.0,51.5122,13.9711
25452178,47727.0,53.6539,11.373
25455615,46253.0,47.6835,10.3191
25454076,45627.0,51.2998,12.0193
449348,45627.0,52.2786,10.5147
449143,44976.0,51.4656,12.592
25452212,39629.0,49.5991,8.221
451530,39110.0,53.6575,9.502
448597,37784.0,51.9073,8.4088
448376,36893.0,50.894,9.9972
25453823,36502.0,53.3,14.25
448068,32590.0,51.4707,6.8616
4405775,32069.0,49.0419,8.3134
452808,30844.0,51.2545,6.7865
452816,30375.0,48.789,11.4733
25455406,29200.0,51.5744,7.2979
25451178,27246.0,52.2985,11.6796
449366,26074.0,54.3275,10.1267
25455569,26074.0,51.9848,9.8228
25452905,25698.0,48.5109,9.0715
451304,24314.0,50.6869,11.3293
25451362,23660.0,51.2171,6.6965
452977,20715.0,51.0245,13.784
25455570,19685.0,53.8563,13.7101
25455630,18616.0,51.2169,6.9473
25454110,18263.0,50.6315,10.6987
25455622,18251.0,48.4939,9.1856
25455623,17467.0,48.0056,7.8423
25454193,14861.0,49.8108,9.0117
25452314,13037.0,50.8003,10.2206
25453862,0.0,51.8712,12.6185
25452152,0.0,53.1249,8.7287
25451998,0.0,48.267,9.7262
25454283,0.0,52.7265,12.0125
25451936,0.0,51.0562,6.5784
25454334,0.0,49.5164,8.4602
25454340,0.0,51.604,7.2508
451076,0.0,53.1138,8.817
6988,0.0,50.7986,12.9175
4405984,0.0,52.1724,14.6399
447509,0.0,52.4809,13.3078
718895,0.0,48.4408,10.2526
4403654,0.0,50.1622,8.6375
25450320,0.0,52.1718,10.9772
4404072,0.0,50.4035,11.7007
4404952,0.0,52.1702,10.9783
4405837,0.0,52.6446,6.7431
4407423,0.0,51.3209,9.8499
4406905,0.0,50.8924,9.9992
4406847,0.0,51.7992,11.755
25455629,0.0,49.5394,8.4588
4406693,0.0,52.9803,7.3636
7051,0.0,49.7052,8.4149
6998,0.0,51.2975,12.3842
40693112,0.0,52.1,9.3667
41628766,0.0,48.7614,11.5032
41628783,0.0,52.5325,13.2466
41629732,0.0,51.2757,7.7073
41630723,0.0,51.614,7.4813
41630724,0.0,51.5782,6.6836
41630989,0.0,49.2922,6.7708
25453643,0.0,51.614,7.4813
41631031,0.0,51.2484,7.1188
25453667,0.0,52.4901,13.8299
25453621,0.0,51.516,6.9949
25453483,0.0,51.4899,10.4131
448196,0.0,53.49,9.9517
449362,0.0,52.3988,9.6809
25453813,0.0,50.8569,6.8434
