source_id,sink_id,co2_transported,cluster_lab,cluster_lat,cluster_lon
3672950,Atmosphere,8560577.9,,,
3672946,Atmosphere,5986418.1,,,
3672949,Atmosphere,5268047.9,,,
3672948,Atmosphere,4549677.8,,,
3672947,Atmosphere,3352394.1,,,
3672945,Atmosphere,2394567.2,,,
3672943,Atmosphere,1343827.8,,,
3672944,Atmosphere,1119856.5,,,
3672942,Atmosphere,761502.4,,,
3672941,Atmosphere,430024.89,,,
